time_tag,bx_gsm,by_gsm,bz_gsm,lon_gsm,lat_gsm,bt,time_tag,density,speed,temperature
2024-09-04 15:41:00.000,2.59,2.60,13.83,45.11,75.14,14.31,2024-09-04 15:46:00.000,3.63,429.3,192838
2024-09-04 15:42:00.000,3.26,4.65,13.09,55.02,66.55,14.27,2024-09-04 15:47:00.000,1.51,406.6,119633
2024-09-04 15:43:00.000,3.96,4.81,12.80,50.53,64.05,14.24,2024-09-04 15:48:00.000,0.79,418.6,189293
2024-09-04 15:44:00.000,2.92,4.21,13.02,55.27,68.51,14.00,2024-09-04 15:49:00.000,2.04,430.4,210449
2024-09-04 15:45:00.000,3.87,4.94,12.47,51.92,63.27,13.96,2024-09-04 15:50:00.000,1.59,400.0,102165
2024-09-04 15:46:00.000,2.75,5.51,12.68,63.45,64.09,14.09,2024-09-04 15:51:00.000,2.35,395.1,114902
2024-09-04 15:47:00.000,4.10,5.25,12.53,51.99,62.01,14.19,2024-09-04 15:52:00.000,3.20,436.5,207726
2024-09-04 15:48:00.000,3.28,4.51,13.40,53.96,67.39,14.51,2024-09-04 15:53:00.000,0.80,456.2,175877
2024-09-04 15:49:00.000,3.29,5.09,12.81,57.12,64.67,14.17,2024-09-04 15:55:00.000,4.84,430.1,162131
2024-09-04 15:50:00.000,4.56,6.95,10.34,56.72,51.18,13.27,2024-09-04 15:56:00.000,5.57,432.1,166828
2024-09-04 15:51:00.000,4.35,7.86,10.68,61.04,49.92,13.96,2024-09-04 15:57:00.000,11.03,447.9,199414
2024-09-04 15:52:00.000,-1.78,4.05,13.44,113.67,71.78,14.15,2024-09-04 15:58:00.000,9.87,461.3,142953
2024-09-04 15:53:00.000,-2.87,3.01,13.95,133.72,73.41,14.56,2024-09-04 16:02:00.000,5.79,427.9,126405
2024-09-04 15:54:00.000,-2.33,2.45,13.97,133.47,76.40,14.37,2024-09-04 16:03:00.000,2.82,419.6,154704
2024-09-04 15:55:00.000,0.00,-6.77,11.61,269.99,59.77,13.44,2024-09-04 16:04:00.000,1.37,426.1,163097
2024-09-04 15:56:00.000,1.24,-13.04,1.66,275.42,7.20,13.20,2024-09-04 16:05:00.000,0.96,432.7,170815
2024-09-04 15:57:00.000,-2.99,-9.98,-9.85,253.30,-43.40,14.34,2024-09-04 16:06:00.000,1.02,438.2,154566
2024-09-04 15:58:00.000,-1.03,-8.20,-11.49,262.84,-54.28,14.15,2024-09-04 16:07:00.000,0.97,438.8,142273
2024-09-04 16:02:00.000,1.71,0.10,13.87,3.45,82.94,13.98,2024-09-04 16:08:00.000,0.81,434.4,150102
2024-09-04 16:03:00.000,2.52,-6.41,11.98,291.48,60.12,13.82,2024-09-04 16:09:00.000,0.96,436.2,136555
2024-09-04 16:04:00.000,1.15,-3.58,13.43,287.86,74.34,13.95,2024-09-04 16:10:00.000,0.67,439.4,153610
2024-09-04 16:05:00.000,0.56,-5.23,12.85,276.12,67.74,13.89,2024-09-04 16:11:00.000,0.71,438.8,243877
2024-09-04 16:06:00.000,-0.10,-4.77,13.04,268.84,69.89,13.88,2024-09-04 16:12:00.000,0.55,442.0,177363
2024-09-04 16:07:00.000,-0.55,-3.40,13.97,260.79,76.14,14.39,2024-09-04 16:13:00.000,0.89,436.9,167991
2024-09-04 16:08:00.000,-0.24,-6.72,12.48,267.94,61.70,14.18,2024-09-04 16:14:00.000,0.72,451.1,149602
2024-09-04 16:09:00.000,-1.27,-5.84,12.70,257.72,64.80,14.04,2024-09-04 16:15:00.000,2.42,451.5,96464
2024-09-04 16:10:00.000,0.34,-5.96,12.73,273.25,64.88,14.06,2024-09-04 16:16:00.000,1.27,440.6,230675
2024-09-04 16:11:00.000,-4.53,-3.94,12.68,220.99,64.68,14.03,2024-09-04 16:17:00.000,0.73,429.4,179922
2024-09-04 16:12:00.000,-1.07,-6.48,12.35,260.60,61.97,13.99,2024-09-04 16:18:00.000,0.65,430.4,174614
2024-09-04 16:13:00.000,-1.26,-6.91,12.18,259.70,60.04,14.06,2024-09-04 16:19:00.000,0.58,428.4,189411
2024-09-04 16:14:00.000,-1.01,-7.46,11.77,262.30,57.39,13.97,2024-09-04 16:20:00.000,0.45,432.9,188484
2024-09-04 16:15:00.000,1.93,-6.27,11.95,287.13,61.23,13.64,2024-09-04 16:21:00.000,0.46,437.8,189890
2024-09-04 16:16:00.000,1.57,-5.77,12.32,285.22,64.12,13.69,2024-09-04 16:22:00.000,0.58,437.0,192660
2024-09-04 16:17:00.000,1.56,-4.83,13.31,287.87,69.15,14.25,2024-09-04 16:23:00.000,0.62,435.2,188532
2024-09-04 16:18:00.000,2.04,-3.72,13.46,298.73,72.52,14.12,2024-09-04 16:24:00.000,0.52,438.0,172380
2024-09-04 16:19:00.000,1.77,-4.17,13.59,292.96,71.57,14.33,2024-09-04 16:25:00.000,0.49,444.5,154950
2024-09-04 16:20:00.000,2.39,-2.21,14.32,317.20,77.20,14.68,2024-09-04 16:26:00.000,0.54,448.6,158260
2024-09-04 16:21:00.000,1.34,-3.85,14.44,289.14,74.23,15.01,2024-09-04 16:28:00.000,0.77,421.3,209252
2024-09-04 16:22:00.000,1.32,-3.92,14.25,288.65,73.81,14.84,2024-09-04 16:29:00.000,0.77,421.3,208624
2024-09-04 16:23:00.000,1.93,-2.45,14.23,308.28,77.64,14.56,2024-09-04 16:30:00.000,0.81,422.4,196704
2024-09-04 16:24:00.000,1.21,-2.01,14.55,300.96,80.84,14.74,2024-09-04 16:31:00.000,0.28,389.7,35350
2024-09-04 16:25:00.000,-0.22,-0.76,14.99,253.46,86.99,15.01,2024-09-04 16:32:00.000,0.49,434.9,160994
2024-09-04 16:26:00.000,0.06,-0.82,14.96,274.42,86.86,14.98,2024-09-04 16:33:00.000,0.53,430.5,157715
2024-09-04 16:27:00.000,1.32,-3.26,14.26,292.09,76.14,14.69,2024-09-04 16:34:00.000,0.59,434.7,152545
2024-09-04 16:28:00.000,2.45,-2.62,13.25,313.07,74.83,13.73,2024-09-04 16:35:00.000,0.67,435.5,155968
2024-09-04 16:29:00.000,3.73,-0.74,13.70,348.79,74.50,14.22,2024-09-04 16:36:00.000,0.65,442.2,170004
2024-09-04 16:30:00.000,4.61,0.36,12.79,4.48,70.11,13.60,2024-09-04 16:37:00.000,0.84,455.7,156717
2024-09-04 16:31:00.000,4.67,0.15,12.37,1.84,69.29,13.22,2024-09-04 16:38:00.000,1.02,451.2,152986
2024-09-04 16:32:00.000,4.44,-0.30,12.33,356.14,70.16,13.11,2024-09-04 16:39:00.000,1.72,447.6,150665
2024-09-04 16:33:00.000,3.78,-0.97,12.18,345.61,72.22,12.79,2024-09-04 16:40:00.000,3.42,456.4,119570
2024-09-04 16:34:00.000,3.66,-1.17,12.35,342.29,72.73,12.93,2024-09-04 16:41:00.000,4.59,457.4,96383
2024-09-04 16:35:00.000,3.26,-1.43,12.01,336.37,73.48,12.53,2024-09-04 16:42:00.000,4.27,457.8,106993
2024-09-04 16:36:00.000,1.93,-3.10,11.41,301.92,72.25,11.99,2024-09-04 16:43:00.000,4.53,456.5,116740
2024-09-04 16:37:00.000,0.81,-3.74,11.05,282.17,70.90,11.70,2024-09-04 16:44:00.000,2.94,462.1,102723
2024-09-04 16:38:00.000,1.18,-4.04,10.89,286.27,68.87,11.68,2024-09-04 16:45:00.000,4.94,457.2,108409
2024-09-04 16:39:00.000,1.87,-3.29,10.67,299.58,70.46,11.32,2024-09-04 16:46:00.000,8.45,447.4,102236
2024-09-04 16:40:00.000,0.97,-1.21,10.87,308.93,81.89,10.98,2024-09-04 16:47:00.000,8.39,449.7,98635
2024-09-04 16:41:00.000,0.90,-0.14,10.99,350.92,85.26,11.03,2024-09-04 16:48:00.000,7.88,449.9,112618
2024-09-04 16:42:00.000,2.14,0.30,10.55,7.86,78.44,10.77,2024-09-04 16:49:00.000,9.34,448.4,100021
2024-09-04 16:43:00.000,2.33,-0.32,10.98,352.12,77.89,11.22,2024-09-04 16:50:00.000,9.60,448.1,97573
2024-09-04 16:44:00.000,3.00,-0.46,10.67,351.37,74.13,11.10,2024-09-04 16:51:00.000,10.01,444.7,90814
2024-09-04 16:45:00.000,3.65,1.24,8.30,18.71,65.10,9.15,2024-09-04 16:52:00.000,9.17,443.1,93076
2024-09-04 16:46:00.000,-2.60,-3.54,7.29,233.70,58.92,8.52,2024-09-04 16:53:00.000,9.63,441.7,103885
2024-09-04 16:47:00.000,-2.78,-3.27,7.20,229.65,59.15,8.38,2024-09-04 16:54:00.000,10.08,440.9,109844
2024-09-04 16:48:00.000,-2.72,-2.67,7.33,224.48,62.50,8.26,2024-09-04 16:55:00.000,10.47,441.6,101098
2024-09-04 16:49:00.000,-2.06,-2.62,7.25,231.80,65.30,7.98,2024-09-04 16:56:00.000,10.99,442.8,94599
2024-09-04 16:50:00.000,-1.30,-1.66,6.68,232.10,72.48,7.01,2024-09-04 16:57:00.000,10.89,443.4,95515
2024-09-04 16:51:00.000,-1.87,-1.84,6.71,224.51,68.64,7.20,2024-09-04 16:58:00.000,11.34,444.5,87366
2024-09-04 16:52:00.000,-2.62,-1.95,7.54,216.68,66.55,8.22,2024-09-04 16:59:00.000,11.49,442.3,90027
2024-09-04 16:53:00.000,-2.36,-1.91,7.72,219.00,68.52,8.29,2024-09-04 17:01:00.000,13.90,,
2024-09-04 16:54:00.000,-1.87,-2.13,7.71,228.81,69.80,8.21,2024-09-04 17:02:00.000,13.90,445.7,73627
2024-09-04 16:55:00.000,-0.89,-1.26,7.73,234.80,78.69,7.88,2024-09-04 17:03:00.000,13.04,445.3,76619
2024-09-04 16:56:00.000,-0.18,-0.84,7.11,257.78,83.07,7.16,2024-09-04 17:04:00.000,12.56,445.8,77172
2024-09-04 16:57:00.000,1.23,0.33,6.81,14.97,79.42,6.93,2024-09-04 17:05:00.000,12.21,444.3,79146
2024-09-04 16:58:00.000,0.02,-1.02,7.18,271.23,81.90,7.25,2024-09-04 17:06:00.000,12.47,445.7,83063
2024-09-04 16:59:00.000,1.22,-0.53,7.71,336.52,80.21,7.83,2024-09-04 17:07:00.000,12.34,446.0,81749
2024-09-04 17:00:00.000,1.97,-0.30,7.44,351.23,75.02,7.70,2024-09-04 17:08:00.000,11.98,445.9,75616
2024-09-04 17:01:00.000,2.49,-0.83,8.02,341.58,71.86,8.44,2024-09-04 17:09:00.000,12.45,446.2,69989
2024-09-04 17:02:00.000,3.22,-0.56,8.17,350.10,68.16,8.80,2024-09-04 17:10:00.000,12.90,445.8,67372
2024-09-04 17:03:00.000,3.35,0.22,8.06,3.72,67.42,8.73,2024-09-04 17:11:00.000,12.81,445.3,68085
2024-09-04 17:04:00.000,3.24,-0.10,7.84,358.27,67.53,8.49,2024-09-04 17:12:00.000,12.29,445.4,72396
2024-09-04 17:05:00.000,2.81,-0.68,7.54,346.31,69.00,8.08,2024-09-04 17:13:00.000,11.63,445.1,77531
2024-09-04 17:06:00.000,2.88,-0.12,7.83,357.60,69.80,8.35,2024-09-04 17:14:00.000,11.92,444.9,77485
2024-09-04 17:07:00.000,3.20,0.35,8.13,6.28,68.40,8.74,2024-09-04 17:15:00.000,12.66,444.6,73448
2024-09-04 17:08:00.000,2.86,-0.50,8.63,350.07,71.41,9.11,2024-09-04 17:16:00.000,12.07,443.3,76548
2024-09-04 17:09:00.000,2.77,-0.57,8.43,348.36,71.46,8.89,2024-09-04 17:17:00.000,12.66,444.8,74663
2024-09-04 17:10:00.000,2.50,-0.15,8.33,356.56,73.29,8.70,2024-09-04 17:18:00.000,12.77,444.6,74653
2024-09-04 17:11:00.000,2.46,-0.20,7.90,355.34,72.63,8.27,2024-09-04 17:19:00.000,13.35,444.5,75514
2024-09-04 17:12:00.000,3.38,1.07,6.72,17.50,62.20,7.60,2024-09-04 17:20:00.000,13.36,444.5,75529
2024-09-04 17:13:00.000,3.27,0.42,6.85,7.37,64.33,7.60,2024-09-04 17:21:00.000,8.48,435.8,60892
2024-09-04 17:14:00.000,3.23,-0.15,7.90,357.33,67.73,8.54,2024-09-04 17:22:00.000,11.93,448.8,98130
2024-09-04 17:15:00.000,2.56,-0.61,7.55,346.63,70.76,8.00,2024-09-04 17:23:00.000,12.63,448.6,95380
2024-09-04 17:16:00.000,2.54,-0.57,7.79,347.41,71.50,8.22,2024-09-04 17:24:00.000,10.66,443.4,84164
2024-09-04 17:17:00.000,2.55,0.61,7.60,13.51,70.92,8.04,2024-09-04 17:25:00.000,11.19,444.7,76942
2024-09-04 17:18:00.000,3.15,0.51,7.42,9.23,66.75,8.08,2024-09-04 17:26:00.000,12.07,446.4,81826
2024-09-04 17:19:00.000,2.99,0.49,7.53,9.25,68.11,8.12,2024-09-04 17:27:00.000,11.99,445.4,89131
2024-09-04 17:20:00.000,3.37,-0.23,7.37,356.05,65.34,8.11,2024-09-04 17:28:00.000,11.62,445.7,87726
2024-09-04 17:21:00.000,3.47,1.11,7.08,17.78,62.80,7.96,2024-09-04 17:29:00.000,10.92,446.8,86449
2024-09-04 17:22:00.000,3.20,1.79,6.91,29.19,62.06,7.82,2024-09-04 17:30:00.000,11.18,445.9,89507
2024-09-04 17:23:00.000,3.04,0.88,7.13,16.06,66.07,7.81,2024-09-04 17:31:00.000,11.01,445.4,91570
2024-09-04 17:24:00.000,3.23,2.23,7.37,34.59,61.99,8.35,2024-09-04 17:32:00.000,10.94,443.8,93591
2024-09-04 17:25:00.000,3.23,1.77,7.29,28.77,63.18,8.17,2024-09-04 17:33:00.000,10.56,445.9,95264
2024-09-04 17:26:00.000,3.11,0.02,6.65,0.31,64.91,7.34,2024-09-04 17:35:00.000,11.56,420.3,66593
2024-09-04 17:27:00.000,3.33,-0.37,6.43,353.68,62.48,7.25,2024-09-04 17:36:00.000,10.58,462.8,145777
2024-09-04 17:28:00.000,3.94,-0.08,6.68,358.77,59.48,7.76,2024-09-04 17:37:00.000,11.00,440.6,89570
2024-09-04 17:29:00.000,3.66,-0.03,5.85,359.55,57.93,6.90,2024-09-04 17:38:00.000,10.21,440.4,80653
2024-09-04 17:30:00.000,3.24,-0.53,4.80,350.72,55.67,5.82,2024-09-04 17:39:00.000,10.55,458.4,137891
2024-09-04 17:31:00.000,2.98,0.50,5.12,9.55,59.43,5.94,2024-09-04 17:40:00.000,11.21,457.7,143107
2024-09-04 17:32:00.000,3.57,0.96,5.16,15.09,54.42,6.35,2024-09-04 17:41:00.000,9.30,431.4,85622
2024-09-04 17:33:00.000,3.18,1.42,5.33,24.14,56.83,6.37,2024-09-04 17:42:00.000,9.05,430.8,87380
2024-09-04 17:34:00.000,2.66,1.58,5.57,30.75,60.90,6.37,2024-09-04 17:43:00.000,10.66,448.4,127744
2024-09-04 17:35:00.000,2.65,1.31,5.80,26.41,63.01,6.51,2024-09-04 17:44:00.000,11.20,452.8,137513
2024-09-04 17:36:00.000,2.70,1.25,5.74,24.83,62.59,6.46,2024-09-04 17:45:00.000,10.69,437.9,109236
2024-09-04 17:37:00.000,3.60,2.49,5.85,34.73,53.20,7.31,2024-09-04 17:46:00.000,9.70,419.4,72675
2024-09-04 17:38:00.000,3.49,1.97,5.90,29.43,55.82,7.14,2024-09-04 17:47:00.000,10.85,459.7,157692
2024-09-04 17:39:00.000,2.73,3.05,5.20,48.17,51.76,6.62,2024-09-04 17:48:00.000,12.14,439.2,117574
2024-09-04 17:40:00.000,1.68,4.98,5.25,71.39,45.00,7.43,2024-09-04 17:49:00.000,10.43,424.4,69650
2024-09-04 17:41:00.000,1.89,4.80,5.63,68.55,47.51,7.64,2024-09-04 17:50:00.000,10.65,421.3,75830
2024-09-04 17:42:00.000,1.93,4.83,5.45,68.26,46.30,7.53,2024-09-04 17:51:00.000,12.16,456.4,146816
2024-09-04 17:43:00.000,2.21,4.54,5.43,64.02,47.07,7.41,2024-09-04 17:52:00.000,14.40,441.4,120543
2024-09-04 17:44:00.000,2.41,4.04,5.77,59.20,50.76,7.44,2024-09-04 17:53:00.000,10.38,417.5,54729
2024-09-04 17:45:00.000,2.40,3.38,6.03,54.61,55.53,7.32,2024-09-04 17:54:00.000,10.64,418.6,51688
2024-09-04 17:46:00.000,2.36,3.04,6.20,52.15,58.15,7.30,2024-09-04 17:55:00.000,13.95,429.1,88416
2024-09-04 17:47:00.000,0.35,1.33,5.05,75.38,74.82,5.23,2024-09-04 17:56:00.000,15.07,430.3,101551
2024-09-04 17:48:00.000,1.68,2.76,4.11,58.63,51.81,5.23,2024-09-04 17:57:00.000,13.73,426.8,84438
2024-09-04 17:49:00.000,0.08,-0.08,4.21,315.07,88.53,4.21,2024-09-04 17:58:00.000,12.17,428.6,84143
2024-09-04 17:50:00.000,-0.66,-2.36,4.51,254.28,61.49,5.14,2024-09-04 17:59:00.000,12.15,436.0,112031
2024-09-04 17:51:00.000,-1.63,-4.47,3.25,249.94,34.33,5.77,2024-09-04 18:00:00.000,12.73,439.3,132585
2024-09-04 17:52:00.000,-2.88,-4.84,3.31,239.20,30.47,6.54,2024-09-04 18:01:00.000,11.45,432.9,111556
2024-09-04 17:53:00.000,-3.02,-4.49,3.14,236.11,30.13,6.25,2024-09-04 18:02:00.000,9.81,430.0,85631
2024-09-04 17:54:00.000,-3.54,-3.61,4.43,225.61,41.25,6.72,2024-09-04 18:03:00.000,11.53,439.9,138759
2024-09-04 17:55:00.000,-2.67,-1.47,5.62,208.81,61.49,6.39,2024-09-04 18:04:00.000,9.73,433.1,118771
2024-09-04 17:56:00.000,-2.79,-1.78,5.36,212.54,58.26,6.30,2024-09-04 18:05:00.000,11.15,436.5,106202
2024-09-04 17:57:00.000,-2.27,-1.95,3.80,220.72,51.78,4.84,2024-09-04 18:06:00.000,10.21,431.8,114211
2024-09-04 17:58:00.000,-1.28,-0.03,5.61,181.56,77.11,5.75,2024-09-04 18:07:00.000,10.21,,
2024-09-04 17:59:00.000,-0.19,0.50,6.01,110.69,84.90,6.04,2024-09-04 18:08:00.000,10.33,428.9,123805
2024-09-04 18:00:00.000,-0.45,-0.97,5.15,245.17,78.26,5.26,2024-09-04 18:09:00.000,9.31,429.4,129088
2024-09-04 18:01:00.000,-0.94,-0.57,3.86,211.29,74.02,4.01,2024-09-04 18:10:00.000,9.36,427.8,125008
2024-09-04 18:02:00.000,0.51,2.75,4.44,79.55,57.80,5.25,2024-09-04 18:11:00.000,10.53,426.1,113847
2024-09-04 18:03:00.000,0.17,2.79,3.77,86.55,53.49,4.69,2024-09-04 18:12:00.000,10.85,426.1,113515
2024-09-04 18:04:00.000,0.92,1.78,3.82,62.76,62.29,4.31,2024-09-04 18:13:00.000,10.55,427.5,116510
2024-09-04 18:05:00.000,-0.34,1.40,3.97,103.70,70.08,4.22,2024-09-04 18:14:00.000,10.47,426.3,109822
2024-09-04 18:06:00.000,-1.99,0.54,2.91,164.74,54.63,3.57,2024-09-04 18:15:00.000,11.01,431.1,121242
2024-09-04 18:07:00.000,-2.72,0.60,2.71,167.45,44.24,3.88,2024-09-04 18:16:00.000,11.28,443.1,158616
2024-09-04 18:08:00.000,-4.89,-0.09,0.78,181.11,9.09,4.96,2024-09-04 18:17:00.000,9.97,437.2,143494
2024-09-04 18:09:00.000,-4.86,-0.73,-0.04,188.54,-0.51,4.91,2024-09-04 18:18:00.000,8.75,418.7,74813
2024-09-04 18:10:00.000,-4.46,-0.52,1.51,186.68,18.61,4.73,2024-09-04 18:19:00.000,10.71,443.5,127823
2024-09-04 18:11:00.000,-2.38,1.21,4.15,152.98,57.24,4.93,2024-09-04 18:20:00.000,11.65,451.3,153093
2024-09-04 18:12:00.000,-3.83,-0.71,2.11,190.50,28.44,4.43,2024-09-04 18:21:00.000,12.08,447.1,130823
2024-09-04 18:13:00.000,-3.03,1.66,2.11,151.34,31.38,4.04,2024-09-04 18:22:00.000,9.10,401.7,44574
2024-09-04 18:14:00.000,-2.15,1.12,3.12,152.46,52.15,3.95,2024-09-04 18:23:00.000,9.31,450.3,149972
2024-09-04 18:15:00.000,-2.31,-0.18,3.25,184.37,54.53,3.99,2024-09-04 18:24:00.000,8.66,449.5,177949
2024-09-04 18:16:00.000,1.94,3.97,2.44,63.99,28.92,5.05,2024-09-04 18:25:00.000,8.71,436.7,115698
2024-09-04 18:17:00.000,1.96,3.65,2.91,61.84,35.04,5.06,2024-09-04 18:26:00.000,9.59,436.6,112057
2024-09-04 18:18:00.000,2.21,3.08,3.41,54.33,41.91,5.10,2024-09-04 18:27:00.000,9.95,453.7,156241
2024-09-04 18:19:00.000,2.53,0.40,3.44,9.08,53.35,4.29,2024-09-04 18:28:00.000,9.86,452.3,163474
2024-09-04 18:20:00.000,2.55,1.65,3.62,32.81,49.97,4.72,2024-09-04 18:29:00.000,9.46,435.0,114636
2024-09-04 18:21:00.000,2.79,3.73,3.32,53.15,35.50,5.72,2024-09-04 18:30:00.000,9.36,424.6,86657
2024-09-04 18:22:00.000,2.31,3.63,1.93,57.57,24.17,4.71,2024-09-04 18:31:00.000,9.46,440.6,122921
2024-09-04 18:23:00.000,2.97,2.75,-0.07,42.80,-1.05,4.05,2024-09-04 18:32:00.000,9.34,452.6,145538
2024-09-04 18:24:00.000,2.15,3.29,0.23,56.82,3.42,3.93,2024-09-04 18:33:00.000,8.96,437.3,106934
2024-09-04 18:25:00.000,2.44,3.48,0.85,54.89,11.28,4.33,2024-09-04 18:34:00.000,8.23,434.7,90489
2024-09-04 18:26:00.000,1.62,2.85,0.54,60.30,9.35,3.32,2024-09-04 18:35:00.000,7.80,438.5,111241
2024-09-04 18:27:00.000,0.40,3.05,3.39,82.59,47.82,4.58,2024-09-04 18:36:00.000,8.48,445.0,140831
2024-09-04 18:28:00.000,0.13,3.22,3.09,87.70,43.80,4.47,2024-09-04 18:37:00.000,6.76,438.8,126998
2024-09-04 18:29:00.000,-0.35,3.24,3.62,96.13,48.03,4.87,2024-09-04 18:38:00.000,5.84,429.6,74052
2024-09-04 18:30:00.000,-0.38,3.09,5.66,97.07,61.15,6.46,2024-09-04 18:39:00.000,7.07,439.1,137486
2024-09-04 18:31:00.000,-0.86,2.60,6.60,108.26,67.48,7.14,2024-09-04 18:40:00.000,7.09,439.3,138561
2024-09-04 18:32:00.000,-0.19,3.23,6.31,93.40,62.86,7.09,2024-09-04 18:42:00.000,6.56,434.1,115362
2024-09-04 18:33:00.000,0.45,3.75,6.22,83.10,58.76,7.28,2024-09-04 18:43:00.000,6.85,436.4,102164
2024-09-04 18:34:00.000,0.81,3.38,6.14,76.53,60.46,7.05,2024-09-04 18:44:00.000,6.91,437.1,92515
2024-09-04 18:35:00.000,1.40,4.48,5.65,72.65,50.24,7.34,2024-09-04 18:45:00.000,7.14,434.7,100759
2024-09-04 18:36:00.000,1.43,4.56,5.94,72.61,51.21,7.62,2024-09-04 18:46:00.000,7.73,436.2,109340
2024-09-04 18:37:00.000,1.66,5.13,5.51,72.11,45.63,7.71,2024-09-04 18:47:00.000,7.92,438.1,111361
2024-09-04 18:38:00.000,1.77,5.76,5.84,72.92,44.07,8.39,2024-09-04 18:48:00.000,8.12,437.6,118324
2024-09-04 18:39:00.000,1.55,4.83,5.21,72.27,45.75,7.27,2024-09-04 18:49:00.000,8.64,438.7,124111
2024-09-04 18:40:00.000,1.77,4.67,5.89,69.31,49.71,7.73,2024-09-04 18:50:00.000,8.29,437.3,117994
2024-09-04 18:41:00.000,1.91,5.28,6.49,70.06,49.16,8.58,2024-09-04 18:51:00.000,8.10,436.6,117356
2024-09-04 18:42:00.000,1.86,5.09,6.20,69.91,48.83,8.23,2024-09-04 18:52:00.000,7.48,437.4,112057
2024-09-04 18:43:00.000,2.25,5.93,6.81,69.19,47.02,9.30,2024-09-04 18:53:00.000,8.41,447.3,178801
2024-09-04 18:44:00.000,2.20,5.94,6.78,69.67,46.98,9.28,2024-09-04 18:54:00.000,6.06,403.4,40314
2024-09-04 18:45:00.000,1.57,5.68,6.99,74.58,49.88,9.15,2024-09-04 18:55:00.000,7.41,439.8,103094
2024-09-04 18:46:00.000,0.78,5.21,7.11,81.44,53.42,8.85,2024-09-04 18:56:00.000,7.53,440.4,98261
2024-09-04 18:47:00.000,-0.18,5.33,6.72,91.96,51.56,8.58,2024-09-04 18:57:00.000,6.92,445.8,138464
2024-09-04 18:48:00.000,-1.14,4.97,5.83,102.89,48.81,7.74,2024-09-04 18:58:00.000,6.43,421.4,90890
2024-09-04 18:49:00.000,-0.14,5.44,5.71,91.52,46.41,7.89,2024-09-04 18:59:00.000,7.00,434.1,114685
2024-09-04 18:50:00.000,-0.10,5.84,6.00,91.01,45.81,8.37,2024-09-04 19:00:00.000,7.88,450.8,167876
2024-09-04 18:51:00.000,0.04,6.04,6.95,89.60,49.01,9.20,2024-09-04 19:01:00.000,7.62,446.9,149049
2024-09-04 18:52:00.000,0.77,6.00,6.57,82.71,47.37,8.93,2024-09-04 19:02:00.000,7.07,419.7,88475
2024-09-04 18:53:00.000,0.78,6.16,6.82,82.77,47.68,9.23,2024-09-04 19:03:00.000,6.31,424.6,130478
2024-09-04 18:54:00.000,0.70,6.42,7.02,83.74,47.39,9.54,2024-09-04 19:04:00.000,5.49,450.8,201097
2024-09-04 18:55:00.000,0.68,6.48,7.07,84.04,47.35,9.62,2024-09-04 19:05:00.000,5.26,441.2,157031
2024-09-04 18:56:00.000,0.65,6.25,6.60,84.03,46.42,9.11,2024-09-04 19:06:00.000,5.01,426.5,113085
2024-09-04 18:57:00.000,0.53,5.19,6.52,84.19,51.31,8.35,2024-09-04 19:07:00.000,5.31,414.1,101176
2024-09-04 18:58:00.000,0.53,4.39,6.09,83.15,54.00,7.53,2024-09-04 19:08:00.000,5.09,454.5,191208
2024-09-04 18:59:00.000,0.51,5.59,5.37,84.84,43.72,7.77,2024-09-04 19:09:00.000,5.70,447.3,132538
2024-09-04 19:00:00.000,0.47,5.83,5.03,85.40,40.71,7.71,2024-09-04 19:10:00.000,4.45,423.4,83536
2024-09-04 19:01:00.000,-1.19,7.97,3.86,98.52,25.62,8.94,2024-09-04 19:11:00.000,5.01,419.8,88766
2024-09-04 19:02:00.000,1.52,7.79,5.64,78.97,35.38,9.73,2024-09-04 19:12:00.000,5.18,440.6,179136
2024-09-04 19:03:00.000,2.30,8.09,5.05,74.14,31.00,9.81,2024-09-04 19:13:00.000,5.20,442.5,187344
2024-09-04 19:04:00.000,1.71,7.87,5.40,77.73,33.83,9.70,2024-09-04 19:15:00.000,6.64,441.0,147745
2024-09-04 19:05:00.000,1.08,7.67,5.73,82.00,36.47,9.64,2024-09-04 19:16:00.000,6.59,434.9,158065
2024-09-04 19:06:00.000,0.34,7.94,6.18,87.57,37.87,10.06,2024-09-04 19:17:00.000,5.77,435.2,136151
2024-09-04 19:07:00.000,0.14,7.29,7.19,88.86,44.62,10.24,2024-09-04 19:18:00.000,5.06,430.1,99965
2024-09-04 19:08:00.000,-0.18,8.55,6.63,91.19,37.78,10.82,2024-09-04 19:19:00.000,5.63,428.3,107612
2024-09-04 19:09:00.000,-0.02,8.05,7.32,90.17,42.26,10.88,2024-09-04 19:20:00.000,6.33,435.0,136946
2024-09-04 19:10:00.000,-0.13,7.69,7.70,90.97,45.06,10.89,2024-09-04 19:21:00.000,6.00,433.8,126857
2024-09-04 19:11:00.000,0.95,7.56,7.70,82.84,45.31,10.83,2024-09-04 19:22:00.000,5.88,430.1,103297
2024-09-04 19:12:00.000,0.30,7.16,7.87,87.56,47.67,10.64,2024-09-04 19:23:00.000,6.06,429.3,107987
2024-09-04 19:13:00.000,0.27,6.84,7.87,87.73,48.98,10.43,2024-09-04 19:24:00.000,6.31,430.7,103871
2024-09-04 19:14:00.000,0.80,6.68,7.83,83.16,49.32,10.33,2024-09-04 19:25:00.000,6.17,429.9,101288
2024-09-04 19:15:00.000,0.98,5.97,8.35,80.69,54.10,10.31,2024-09-04 19:26:00.000,5.50,429.1,97683
